type	name	iata_code	coordinates
medium_airport	Cherepovets Airport	CEE	"38.015800476100004, 59.273601532"
small_airport	Lopshenga Airport		"37.6930007935, 64.9800033569"
small_airport	Purnema Airport		"37.441234588600004, 64.3854002577"
small_airport	Shoyna Airport		"44.1510009765625, 67.86900329589844"
small_airport	Soyana Airfield		"43.3832, 65.783933"
small_airport	Letnyaya Zolotitsa Airport		"36.8300018311, 64.9599990845"
medium_airport	Amderma Airport	AMV	"61.556400299072266, 69.76329803466797"
small_airport	Karatayka Airport		"61.42499923706055, 68.75"
small_airport	Varandey Airport	VRI	"58.201401, 68.848503"
small_airport	Khorey-Ver Airport		"58.04499816894531, 67.41500091552734"
small_airport	Kharuta Airport		"59.54499816894531, 66.84700012207031"
medium_airport	Majeed Bin Abdulaziz Airport	ULH	"38.1288888889, 26.48"
small_airport	Tsenogora Airport		"46.7210006714, 64.8870010376"
small_airport	Olema Airport		"46.14666, 64.495"
medium_airport	Kotlas Airport	KSZ	"46.6974983215332, 61.235801696777344"
closed	Oktyabrskiy Airport		"43.199001, 61.078999"
small_airport	Savvatiya Air Base		"46.869998931884766, 60.994998931884766"
small_airport	Velsk Airport		"42.099998474121094, 61.040000915527344"
large_airport	Pulkovo Airport	LED	"30.262500762939453, 59.80030059814453"
medium_airport	Pushkin Airport		"30.338301, 59.685001"
medium_airport	Siversky Air Base		"30.036699295043945, 59.3567008972168"
small_airport	Umba Airport		"34.3870010376, 66.6969985962"
closed	Varzuga Airport		"36.594, 66.4117"
small_airport	Kirovsk-Apatity Airport	KVK	"33.58829879760742, 67.46330261230469"
medium_airport	Murmansk Airport	MMK	"32.75080108642578, 68.78170013427734"
closed	Kuzomen Airport		"36.87, 66.28"
closed	Ponoy Airfield		"41.106, 67.11"
small_airport	Krasnoshchelye Airport		"37.0769996643, 67.34799957279999"
small_airport	Borovichi Airport		"33.888999938964844, 58.43600082397461"
closed	Maryovo Airport		"32.04999923706055, 57.31999969482422"
closed	Novgorod Airport	NVR	"31.24169921875, 58.49330139160156"
closed	Pestovo Airport		"35.779998779296875, 58.608001708984375"
medium_airport	Staraya Russa Air Base		"31.384399, 57.961399"
medium_airport	Velikiye Luki Airport	VLU	"30.60810089111328, 56.381099700927734"
medium_airport	Pskov Airport	PKV	"28.395599365234375, 57.78390121459961"
small_airport	Pudozh Airport		"36.5800018311, 61.8250007629"
medium_airport	Petrozavodsk Airport	PES	"34.154701232910156, 61.88520050048828"
small_airport	Kalevala Airport		"31.1350002289, 65.2099990845"
medium_airport	Peski Airport		"34.295555114746094, 61.83194351196289"
small_airport	Segezha Airport		"34.283000946, 63.7589988708"
medium_airport	Sortavala Airport		"30.673599243164062, 61.73609924316406"
closed	Lodeynoye Pole Airport		"33.561000824, 60.716999054"
heliport	Strelna Heliport		"30.052000045776367, 59.86050033569336"
closed	Rzhevka Airport	RVH	"30.585599899291992, 59.97999954223633"
small_airport	Severniy veter		"31.480533, 59.835311"
seaplane_base	Lake Krasnogvardeyskoye		"29.234033, 60.268033"
small_airport	Belozersk Airport		"37.755371, 60.015745"
small_airport	Kichmengskiy Gorodok Airport		"45.82500076293945, 59.97700119018555"
small_airport	Vytegra Airport		"36.4350013733, 61.032001495399996"
closed	Totma Airport		"42.7672863007, 59.9835754516"
medium_airport	Vologda Airport	VGD	"39.944400787353516, 59.282501220703125"
closed	Midway Eastern Island Airfield		"-177.33090209960938, 28.209396362304688"
medium_airport	Brest Airport	BQT	"23.8981, 52.108299"
small_airport	Borisovo Airport		"24.3999, 52.164"
closed	Shchuchyn Air Base		"24.763414, 53.598206"
medium_airport	Gomel Airport	GME	"31.016700744628906, 52.527000427246094"
small_airport	Rogachev		"29.878516, 53.014712"
medium_airport	Vitebsk Vostochny Airport	VTB	"30.349599838257, 55.126499176025"
medium_airport	Khrabrovo Airport	KGD	"20.592599868774414, 54.88999938964844"
small_airport	Minsk Machulishchy Airport		"27.579999923699997, 53.773300170899994"
medium_airport	Baranavichi Air Base		"26.049999237060547, 53.099998474121094"
small_airport	Borovaya Airfield		"27.6505961, 53.9604611"
medium_airport	Hrodna Airport	GNA	"24.053800582885742, 53.60200119018555"
closed	Minsk 1 Airport	MHP	"27.5397, 53.864498"
small_airport	Ross Air Base		"24.369, 53.303"
large_airport	Minsk National Airport	MSQ	"28.030700683594, 53.882499694824"
medium_airport	Babruisk Air Base		"29.205, 53.105"
small_airport	Novo-Pashkovo Airport		"30.244, 53.945"
small_airport	Pruzhany Air Base		"24.379863739, 52.582295731799995"
medium_airport	Mogilev Airport	MVQ	"30.09510040283203, 53.954898834228516"
medium_airport	Abakan Airport	ABA	"91.38500213623047, 53.7400016784668"
small_airport	Shushenskoye Airport		"92.04499816894531, 53.3849983215332"
closed	Kosh-Agach Airport		"88.625, 49.946998596191406"
medium_airport	Barnaul Airport	BAX	"83.53849792480469, 53.363800048828125"
heliport	Akkem Heliport		"86.5442, 49.9071"
medium_airport	Gorno-Altaysk Airport	RGK	"85.8332977295, 51.9667015076"
small_airport	Biysk Airport		"85.33999633789062, 52.47999954223633"
small_airport	Volchikha Airport		"80.3378677368, 52.0250889138"
closed	Rubtsovsk Airport		"81.19999694824219, 51.58333206176758"
small_airport	Ust-Koksa Airport		"85.70999908447266, 50.26499938964844"
medium_airport	Novosibirsk North Airport		"82.90670013427734, 55.09170150756836"
heliport	Anzhero-Sudzhensk Heliport		"86.0538, 56.1498"
medium_airport	Kemerovo Airport	KEJ	"86.1072006225586, 55.27009963989258"
small_airport	Aksenovo Airport		"101.5735, 58.9327"
small_airport	Tura Airport		"100.2035, 64.2821"
small_airport	Zotino Airport		"89.680726, 60.900834"
small_airport	Aydara Airport		"88.4031, 58.5291"
medium_airport	Baykit Airport		"96.3550033569336, 61.676700592041016"
medium_airport	Yeniseysk Airport	EIE	"92.11250305175781, 58.47420120239258"
small_airport	Yartsevo Airport		"90.19499969482422, 60.255001068115234"
medium_airport	Podkamennaya Tunguska Airport	TGP	"89.994003, 61.589699"
medium_airport	Severo-Eniseysk Airport		"93.01170349121094, 60.37329864501953"
small_airport	Tura Mountain Airport		"100.4328918457, 64.333511352539"
medium_airport	Vanavara Airport		"102.3239974975586, 60.35969924926758"
small_airport	Boguchany Airport		"97.47233581542969, 58.380615234375"
small_airport	Kodinsk Airport		"99.09390258789062, 58.479400634765625"
closed	Krasnoyarsk Severniy Airport		"92.90670013427734, 56.04169845581055"
large_airport	Yemelyanovo Airport	KJA	"92.493301, 56.172901"
medium_airport	Cheremshanka Airport		"92.5400009155, 56.176998138399995"
medium_airport	Sharypovo Airport		"89.1738815308, 55.454914093"
medium_airport	Achinsk Airport	ACS	"90.57080078125, 56.2682991027832"
medium_airport	Kyzyl Airport	KYZ	"94.40059661865234, 51.66939926147461"
small_airport	Kolpashevo Airport		"82.93250274658203, 58.32529830932617"
small_airport	Novy Vasyugan Airport		"76.504, 58.586"
medium_airport	Yeltsovka Airport		"83.00450134277344, 55.09239959716797"
large_airport	Tolmachevo Airport	OVB	"82.650703430176, 55.012599945068"
small_airport	Kalachinsk Airport		"74.61000061035156, 55.02000045776367"
medium_airport	Omsk Central Airport	OMS	"73.31050109863281, 54.96699905395508"
medium_airport	Omsk Severny Airport		"73.5550003052, 54.9749984741"
small_airport	Tara Airport		"74.30000305175781, 56.900001525878906"
small_airport	Tevriz Airport		"72.33100128173828, 57.50400161743164"
small_airport	Aban Airport		"96.1203, 56.6847"
heliport	181 Sobolinaya Helipad		"79.5317, 58.4589"
heliport	1 Razryvno-Moiseevskaya Helipad		"76.0083, 58.095"
medium_airport	Strezhevoy Airport	SWT	"77.66000366210001, 60.709400177"
medium_airport	Bogashevo Airport	TOF	"85.208297729492, 56.380298614502"
medium_airport	Spichenkovo Airport	NOZ	"86.877197, 53.811401"
medium_airport	Dikson Airport	DKS	"80.37966918945312, 73.51780700683594"
small_airport	Cape Chelyuskin Airfield		"104.24, 77.712"
medium_airport	Nagurskoye		"47.663586, 80.803207"
small_airport	Sredniy Ostrov Air Base		"91.074996948242, 79.528297424316"
medium_airport	Khatanga Airport	HTG	"102.49099731445312, 71.97810363769531"
small_airport	Snezhnogorsk Airport		"87.6449966430664, 68.07666778564453"
medium_airport	Svetlogorsk Airport		"88.40333557128906, 66.83999633789062"
medium_airport	Igarka Airport	IAA	"86.62190246582031, 67.43720245361328"
medium_airport	Norilsk-Alykel Airport	NSK	"87.33219909667969, 69.31109619140625"
medium_airport	Valek Airport		"88.35368347167969, 69.39690399169922"
small_airport	Turukhansk Airport	THX	"87.9353027344, 65.797203064"
small_airport	Tutonchany Airport		"93.8, 64.2337"
closed	Urubupunga Airport	URB	"-51.564800262451, -20.777099609375"
medium_airport	Anapa Vityazevo Airport	AAQ	"37.347301483154, 45.002101898193"
medium_airport	Yeysk Airport	EIK	"38.21, 46.68"
heliport	Afipsky Heliport		"38.829, 44.873"
medium_airport	Gelendzhik Airport	GDZ	"38.0124807358, 44.5820926295"
medium_airport	Khanskaya Air Base		"40.035, 44.68"
medium_airport	Krasnodar Pashkovsky International Airport	KRR	"39.170501708984, 45.034698486328"
small_airport	Maykop Airport		"40.09000015258789, 44.65330123901367"
small_airport	Armavir Air Base		"41.10499954223633, 44.970001220703125"
small_airport	Enem Airport		"38.93199920654297, 44.94599914550781"
small_airport	Yessentuki Airport		"42.829, 44.06"
medium_airport	Khankala Air Base		"45.78409957885742, 43.298099517822266"
medium_airport	Uytash Airport	MCX	"47.65230178833008, 42.81679916381836"
medium_airport	Mineralnyye Vody Airport	MRV	"43.08190155029297, 44.225101470947266"
medium_airport	Nalchik Airport	NAL	"43.636600494384766, 43.512901306152344"
medium_airport	Beslan Airport	OGZ	"44.6066017151, 43.2051010132"
closed	Pyatigorsk Airport		"43.0214738846, 44.0496271493"
medium_airport	Magas Airport	IGT	"45.0125999451, 43.322299957300004"
medium_airport	Stavropol Shpakovskoye Airport	STW	"42.11280059814453, 45.10919952392578"
medium_airport	Dudinka Airport		"86.15666961669922, 69.375"
heliport	Kem Helipad		"34.64, 64.96"
small_airport	Remontnoye Airport		"43.6457, 46.544302"
small_airport	Shakhty Airport		"40.287, 47.697"
small_airport	Morozovsk Air Base		"41.791, 48.313"
large_airport	Platov International Airport	ROV	"39.924722, 47.493888"
closed	Rostov-on-Don Airport	RVI	"39.8181, 47.258203"
closed	Sal'sk 2 Airfield		"41.483345, 46.45755"
medium_airport	Taganrog Yuzhny Airport	TGK	"38.8491667, 47.1983333"
small_airport	Veshenskaya Airport		"41.70069885253906, 49.65660095214844"
closed	Volgodonsk Airport	VLK	"42.0728, 47.682098"
large_airport	Sochi International Airport	AER	"39.9566, 43.449902"
medium_airport	Astrakhan Airport	ASF	"48.0063018799, 46.2832984924"
medium_airport	Elista Airport	ESL	"44.33089828491211, 46.3739013671875"
medium_airport	Volgograd International Airport	VOG	"44.34550094604492, 48.782501220703125"
small_airport	Flying M Ranch Airstrip		"-118.99600219726562, 38.60940170288086"
closed	Governor's Island Army Airfield		"-74.02210235595703, 40.68709945678711"
closed	Naval Air Station Rockaway		"-73.87000274658203, 40.56999969482422"
closed	Rockaway Airport		"-73.78199768066406, 40.601600646972656"
closed	Staten Island Airport		"-74.16619873046875, 40.580299377441406"
closed	Miller Army Airfield		"-74.099503, 40.567501"
closed	Roosevelt Field		"-73.61250305175781, 40.73809814453125"
closed	Hicksville Aviation Country Club		"-73.52999877929688, 40.7400016784668"
small_airport	Ski Valley Airport		"-116.17400360107422, 44.929100036621094"
small_airport	Dixie Town Airport		"-115.45999908447266, 45.552799224853516"
small_airport	Cascade Reservoir Private Strip		"-116.08699798583984, 44.64739990234375"
closed	Richards Field		"-94.4801025390625, 38.993770599365234"
heliport	City Heliport		"-76.0523986816, 36.7459983826"
small_airport	Johnson Farm Lines Airport		"-93.57520294, 35.57120132"
heliport	Canaan Air Base Heliport		"-83.16860199, 35.09220123"
small_airport	Oliver Till Airport		"-97.88310242, 27.62389946"
closed	Winter's Strip		"-151.320999, 60.3116"
small_airport	Flying B Ranch Airport		"-97.40579987, 31.83989906"
small_airport	The Ranch Airport		"-112.291999817, 36.0102996826"
closed	Watson Airport		"-94.146103, 40.070802"
closed	Marion Correctional Institution Heliport		"-82.172601, 29.3053"
small_airport	Cable's Corner Airport		"-104.135002136, 38.8357009888"
small_airport	Webb & Shepard Farm Airport		"-83.93990325930001, 32.5617980957"
small_airport	Hess Airport		"-97.1399993896, 31.677900314299997"
small_airport	Brabsom Farm Airport		"-97.36699676510001, 32.5167999268"
small_airport	Tims Angus Farm Airport		"-75.9051971436, 44.2000999451"
closed	R V Ranch Airport		"-96.189101, 33.551498"
small_airport	Warren County Airport		"-78.13860321, 36.42240143"
closed	Carrera Airpark		"-104.950997, 40.216599"
closed	Markum Ranch Airport		"-97.511703, 32.695099"
small_airport	Berry Airport		"-91.3483963, 32.85789871"
small_airport	Grand Valley Lands Airport		"-97.4002990723, 32.233501434299995"
small_airport	Tassi Airport		"-113.964996338, 36.252498626699996"
heliport	Shelton Laurel Lil National Airport		"-82.70330048, 35.97890091"
small_airport	Stephenson Farms Airport		"-77.4590988159, 36.440700531"
small_airport	Wharton Field		"-77.21779632570001, 37.594600677500004"
small_airport	Tenco Tractor Airport		"-121.518997192, 38.7692985535"
small_airport	Pinedale Medical Clinic Airport		"-104.516998291, 41.8250007629"
heliport	Pinedale Medical Clinic		"-109.852500916, 42.8704376221"
heliport	Moosa Memorial Hospital Heliport		"-92.40405273440001, 30.4996700287"
closed	Cleveland Airport		"-95.309998, 40.341702"
small_airport	Byrd's Backcountry Airstrip		"-93.73, 35.68"
closed	Sears Airport		"-100.042172, 32.203773"
closed	Heckendorf Ranches-Georgia Pass Ranch Airport		"-105.836998, 39.408298"
small_airport	Kastler Compressor Station Airport		"-109.1969986, 40.99000168"
small_airport	Joe Fleming Field		"-97.87529755, 29.52519989"
small_airport	San Mar Gale Airport		"-84.13189697, 39.45840073"
small_airport	Kohn Airport		"-76.38580322, 42.13899994"
heliport	Schumpert Clinic South Heliport		"-93.72070313, 32.42399979"
heliport	Juniper Hills Airport		"-121.4580002, 42.1242981"
small_airport	Ten Oaks Airport		"-98.448600769, 29.1002006531"
small_airport	Joyner Airport		"-93.47189331050001, 45.3166007996"
small_airport	Meadowview Airport		"-96.1302032471, 33.0625991821"
closed	Cibor Airport		"-70.80000305, 43.00999832"
small_airport	Alaki Hot Springs		"-118.073333333, 37.675"
small_airport	"Delle, Utah"		"-112.787296772, 40.7625523361"
closed	Tuweep Airport		"-113.069166667, 36.3008333333"
small_airport	Avery Ranch Airstrip		"-122.411416769, 41.629413537699996"
small_airport	Chicken Strip		"-117.781741619, 36.8070427121"
small_airport	Comanche Landing Airport		"-83.22100067, 30.78770065"
small_airport	Herradura Lodge Airport		"-98.91699982, 28.18969917"
small_airport	Austin Executive Airport		"-97.566394, 30.397493"
small_airport	Fairfield Airpark		"-86.41860199, 35.51919937"
small_airport	Hickory Grove STOLport		"-85.702796936, 33.901699066199996"
small_airport	Capps Airport		"-91.96820068, 34.58069992"
small_airport	Harts Field		"-112.367996216, 33.6977996826"
small_airport	Mosier Airport		"-121.3150024, 38.43600082"
heliport	Browns Heliport		"-77.2664032, 39.81679916"
heliport	Anaheim Police Heliport		"-117.901000977, 33.8264007568"
closed	Naval Air Station Albany		"-84.094167, 31.598611"
heliport	Sce San Onofre Heliport		"-117.560997, 33.37139893"
small_airport	Happy Canyon Aero Ranch Airport		"-107.901000977, 38.416698455799995"
heliport	Dtc North Heliport		"-104.898002625, 39.6349983215"
small_airport	Henderson Airport		"-104.8669968, 39.91669846"
small_airport	Silver Heels Airport		"-105.875, 39.29169846"
small_airport	Frontier Airstrip		"-104.9820023, 40.21250153"
small_airport	Sand Arroya Airport		"-103.5299988, 38.45280075"
small_airport	Reid Ranches Airport		"-104.3170013, 40.11660004"
small_airport	Southwest Citrus Airport		"-81.42340088, 26.66279984"
heliport	Naples Grand Golf Resort Heliport		"-81.75890350339999, 26.1707992554"
heliport	Sunshine Ranchettes Heliport		"-81.48449707, 27.36420059"
heliport	Road Rock Inc. Heliport		"-80.1522979736, 26.1343002319"
small_airport	Ben Ammons Airport		"-84.04879761, 33.31010056"
small_airport	Lost Creek Farms Airport		"-83.9988021851, 31.105199813800002"
small_airport	Middle Georgia Airport		"-83.74189758, 32.5021019"
medium_airport	Jim's Private Airport		"-84.14440155, 33.59790039"
small_airport	Selah Creek Landing Zone Airport		"-120.325996399, 46.7131004333"
small_airport	Treadwell Airport		"-85.13310242, 33.79809952"
heliport	Emergency Medical Heliport Number 1		"-116.9860001, 46.71910095"
small_airport	Davison Restricted Landing Area		"-89.12870026, 40.91479874"
small_airport	Sarver Field		"-87.15470123, 37.94120026"
heliport	Rayl Heliport		"-96.55670166, 38.45000076"
heliport	Apci Emergency Heliport		"-89.9017028809, 30.0319004059"
small_airport	Delta Ultralightport		"-91.6139984131, 31.603500366200002"
heliport	Shell Pipeline Nairn Heliport		"-89.61479949950001, 29.416900634799998"
heliport	Camp Canard Heliport		"-92.76290131, 29.71360016"
closed	Tremonton Municipal Airport		"-112.184143066, 41.7147950205"
heliport	Operators Inc. Training Facility Heliport		"-92.07679749, 30.22660065"
closed	Lake Havasu City Airport		"-114.364113808, 34.45727879179999"
small_airport	Loggy Bayou Plantation Airport		"-93.40599823, 32.27320099"
heliport	Air Logistics Heliport		"-93.01260376, 29.7635994"
heliport	Station 507f Heliport		"-92.957901, 29.76549911"
small_airport	Hapworths Private Landing Area Airport		"-69.67030334, 44.64030075"
small_airport	Laurie's Landing Airport		"-93.0930023193, 37.518699646"
small_airport	Haerr Field		"-91.51679992679999, 39.9500007629"
small_airport	Berryhill Farms Airport		"-91.3483963, 32.0685005188"
small_airport	Mackay Ranch Airport		"-109.5490036, 45.32020187"
heliport	Nc Executive Downtown Heliport		"-78.6196975708, 35.725200653099996"
small_airport	Johnson Farms Airport		"-75.06629944, 40.75009918"
closed	Plane Haven Airport		"-78.237, 42.450102"
small_airport	Boober Airport		"-83.35910034, 40.09140015"
closed	Bendinsky Airport		"-76.112197876, 40.8000984192"
small_airport	Compressor Station Nr 10 STOLport		"-120.614997864, 45.12900161739999"
small_airport	Barnes Valley Airport		"-120.9100037, 42.16149902"
small_airport	Jerome Airport		"-97.28420257570001, 36.351398468"
small_airport	Melton Airport		"-96.98200226, 35.84420013"
heliport	Allied Heliport		"-96.00579834, 36.20669937"
heliport	Walter Reed National Medical Center Heliport		"-77.09555555559999, 38.9997222222"
small_airport	Nesspor Airport		"-75.615196, 40.189804"
small_airport	Big Bend Airport		"-80.28089905, 41.2806015"
small_airport	Eagle's Nest Airport		"-118.573997498, 48.93349838259999"
heliport	Wellmore Heliport		"-82.20819855, 37.36259842"
small_airport	Fighting Creek Farm Airport		"-77.91390228, 37.51679993"
small_airport	Bachman Farm Ultralightport		"-77.85389709, 37.74850082"
heliport	Pavilion Heliport		"-75.98719788, 36.84680176"
heliport	Swanson Private Heliport		"-77.67140198, 38.75120163"
heliport	Lynnhaven Heliport		"-76.03440094, 36.86539841"
small_airport	Flying O Airport		"-91.51820374, 45.17969894"
small_airport	Rohde's Airport		"-89.26709747310001, 43.5663986206"
small_airport	Thompson Strawberry Farm Airport		"-87.97789764, 42.57220078"
small_airport	Powderly Airport		"-95.52799988, 33.79320145"
small_airport	Harbor Point Airport		"-96.14640045, 32.35490036"
closed	Amchitka Army Airfield	AHT	"179.259166667, 51.3777777778"
closed	CLM Ranch Airport		"-105.250999, 31.875099"
small_airport	Cts Stacy Airport		"-98.38359833, 30.13349915"
small_airport	Putz Airport		"-98.40110015870002, 26.206199646"
small_airport	F-6 Ranch Air Field		"-100.0889969, 30.55019951"
small_airport	Belcher Airport		"-97.10720062259999, 33.382598877"
small_airport	Flying Hare Airport		"-98.8934021, 28.36829948"
small_airport	Flying Nd Ranch Airport		"-97.50170135, 31.51819992"
small_airport	Little Elm Field		"-97.31500244, 31.12409973"
small_airport	Ropkey Field		"-86.79542, 40.058086"
small_airport	Gross Private Airport		"-98.27159882, 26.25919914"
small_airport	Twin Falls Ranch Airport		"-99.28620148, 29.6840992"
small_airport	Viejo Ranch Ultralightport		"-98.72170258, 29.60580063"
closed	Idle Airpark		"-98.135803, 29.475201"
small_airport	Wilson Airport		"-100.1439972, 34.14170074"
small_airport	Carroll Lake-View Airport		"-97.11419678, 32.46260071"
small_airport	Booker Airport		"-100.533996582, 36.4413986206"
closed	Basslake Airport		"-95.561897, 32.486801"
small_airport	Bethal Airport		"-92.19210052, 34.9353981"
small_airport	Rio Medina Airport		"-98.467002, 29.266899"
heliport	Medical Center Heliport		"-95.3927002, 29.70750046"
small_airport	Koester Field		"-87.7020978928, 38.1180144538"
closed	Rancho Grande Airport		"-101.429001, 30.0735"
small_airport	Jennings Ranch Airport		"-99.12030029, 27.12809944"
small_airport	Prison Canyon Ranch Airport		"-99.12750244, 29.87409973"
closed	Circle H Farm's Ltd Airport		"-103.016998, 36.283401"
closed	Goodall Ranch Airport		"-99.1073, 32.027901"
small_airport	Beauchamp Airstrip		"-101.9729996, 35.78979874"
small_airport	Eisenbeck Ranch Airport		"-96.589203, 32.485699"
small_airport	Coberly Airport		"-100.419843, 38.786889"
small_airport	Panamint Springs Airstrip		"-117.467064857, 36.338324861699995"
closed	Fisher's Landing Resort Airstrip		"-114.455308914, 32.974251969200004"
small_airport	Brocks Airport		"-78.600277, 34.916111"
small_airport	Shimpa Airstrip		"-96.640226841, 47.966781249099995"
small_airport	Brewer Airport		"-89.1182398796, 39.2108421986"
small_airport	The 88 Airport		"-97.190577, 33.568942"
heliport	St. Joseph's Hospital Heliport		"-74.1658955812, 40.903843352200006"
heliport	Helo Kearny Heliport		"-74.116638, 40.731528"
heliport	University Hospital Heliport		"-81.983817, 33.470792"
heliport	Grand View Health System Campus Heliport		"-90.10530352590001, 46.4810447352"
heliport	Baltic Heliport		"-81.700277, 40.447778"
closed	Aurora Airpark		"-104.654722222, 39.7325"
heliport	DeKalb Peachtree Heliport		"-84.30611111110001, 33.8841666667"
heliport	Ford ARNG Heliport		"-87.205, 37.255277777799996"
small_airport	Utley Field		"-97.406003, 30.18272"
small_airport	Cow Creek Airport		"-109.008611111, 47.9475"
small_airport	Black Butte North Airport		"-109.204027778, 47.8415"
small_airport	Bullwhacker Airport		"-109.098972222, 47.84763888889999"
seaplane_base	Tavares Seaplane Base		"-81.72755555559999, 28.8004722222"
small_airport	Sawyer / Southwest Lakes Airpark		"-86.5867388248, 41.891096625799996"
heliport	Phoebe Sumter Heliport		"-84.255273, 32.067498"
heliport	Lakewood / St. Anthony's Hospital Heliport		"-105.127919018, 39.7158867527"
heliport	Castle Rock Adventist Health Campus Heliport		"-104.884157181, 39.4061489458"
heliport	Watsontown / Helicopter 1 LLC Heliport		"-76.85953885320001, 41.0940584612"
heliport	Mountain City / East Tennessee Helicopters Heliport		"-81.945199, 36.419367"
heliport	Coast Guard Air Station San Francisco		"-122.389694444, 37.6320555556"
heliport	Orange County Global Medical Center Helipad		"-117.832736111, 33.7549305556"
small_airport	Rangeview Airstrip		"-150.335833, 62.312778"
seaplane_base	Paradise Landing Seaplane Base		"-81.3769444444, 28.653888888900003"
heliport	NG Cape May Armory Helistop		"-74.80588888890001, 39.0979444444"
heliport	Cape May County Dept of Mosquito Control Helistop		"-74.8770555556, 39.1055138889"
heliport	National Guard Vineland Armory Helistop		"-75.04416666670001, 39.45"
heliport	South Jersey Healthcare Helipad		"-75.06058333330002, 39.444916666699996"
heliport	"NJSP - Troop ""A"" HQ Helistop."		"-74.8669166667, 39.5781944444"
heliport	J F Creamer Helistop		"-74.85638888890001, 39.62"
heliport	NG Hammonton Armory Helistop		"-74.7905555556, 39.6269444444"
small_airport	Coal Field		"-84.3464076519, 38.0121998344"
small_airport	Kogru River		"-152.259671688, 70.573963739"
small_airport	Cape Simpson		"-154.736498594, 71.0580182395"
heliport	Colts Neck Police Heliport		"-74.19011111110001, 40.294055555599996"
heliport	High Crest Helistop		"-74.78666666670001, 41.2913888889"
heliport	Barnegat Light Helistop		"-74.1070277778, 39.7630833333"
heliport	Ocean County Mosquito Commission Heliport		"-74.2299166667, 39.7556944444"
heliport	NJSP - Tukerton Station Helistop		"-74.2969444444, 39.6493888889"
heliport	NG Tuckerton Armory Helistop		"-74.32722222219999, 39.61027777779999"
heliport	Community Medical Center Helistop		"-74.21755555559999, 39.965888888900004"
heliport	Cumberland County Mosquito Control Helistop		"-75.20555555559999, 39.4216666667"
heliport	USCGS Heliport		"-74.42308333330001, 39.3789444444"
heliport	Atlantic City Country Club Helistop		"-74.54336111110001, 39.3696666667"
heliport	Still Meadows Helistop		"-74.4872222222, 39.4327777778"
closed	Montana ARNG Heliport		"-108.566666667, 45.805"
closed	RAF Castle Archdale/RAF Lough Erne		"-7.72707939148, 54.4806105242"
closed	Denton Field / College Field		"-97.1330451965, 33.2762247487"
closed	RAF Carnaby		"-0.261667, 54.060833"
closed	Cape Sabine Airport		"-163.857225, 69.024167"
closed	RAF Catfoss		"-0.276460647583, 53.9199600906"
closed	RNAS Cattewater/RAF Cattewater/RAF Mount Batten		"-4.13, 50.358889"
closed	Kingstown Municipal Airport/RAF Kingstown/RAF Carlisle		"-2.960278, 54.926944"
closed	RAF Cardington		"-0.422499, 52.108922"
closed	RAF Chailey		"-0.055556, 50.955278"
heliport	Memorial Medical Center Heliport		"-120.9721, 37.6691"
small_airport	Pohakuloa Training Area		"-155.524542332, 19.726675347799997"
heliport	Treasure Island Helipad		"-122.364774, 37.819896"
closed	Tulsa Downtown Airpark		"-96.0084, 36.211"
small_airport	Ranger Station Airstrip		"-120.3493, 34.0373"
small_airport	Point Bennett Research Station Airstrip		"-120.41184, 34.04328"
small_airport	Bechers Bay Airstrip		"-120.0456, 33.99624"
small_airport	Best Lock Corp. Airstrip		"-86.0661010742, 39.8880996704"
heliport	North Michigan Hospitals Inc Heliport		"-84.97280120850002, 45.339199066199996"
small_airport	Flying F Airport		"-97.72979736330001, 33.877700805699995"
small_airport	Nuttall Airport		"-95.19580078119999, 32.2246017456"
small_airport	Watson Airport		"-85.4173965454, 30.9526996613"
small_airport	Farmer's Co-Op Airport		"-97.69470214840001, 26.1355991364"
small_airport	Yorktown Airport		"-97.45999908450001, 28.947799682599996"
heliport	Westwood Corporation Heliport		"-122.67099762, 45.5018005371"
heliport	Spohn-Alice Heliport		"-98.0475006104, 27.7618999481"
small_airport	Stowers Ranch Airport		"-99.512802124, 30.0576992035"
small_airport	Cardiff Brothers Airport		"-95.84970092770001, 29.729400634799998"
heliport	Memorial Hospital of Cumberland Heliport		"-78.7510986328, 39.6428985596"
small_airport	Campbellville (Bellshill Airpark)		"-80.025334, 43.431667"
heliport	Almonte (General Hospital)		"-76.1886998972, 45.229975764"
small_airport	Peason Landing Strip		"-93.2988, 31.3945"
small_airport	Little York Airport		"-85.91916666670001, 38.6958333333"
closed	Raco Army Airfield		"-84.815, 46.35"
heliport	UPMC East Heliport		"-79.7606992722, 40.4373082101"
small_airport	Santa Margarita Ranch Airport		"-120.616037, 35.3996501011"
small_airport	Hearst Ranch Airport		"-121.198944, 35.663764"
closed	Newport Naval Air Facility		"-71.345, 41.53"
closed	Breckenridge Army Airfield		"-87.8395, 37.6903"
small_airport	Point Barrow LRRS Airstrip		"-156.6377, 71.3367"
small_airport	Collensville/twincreek		"-151.475352, 62.339363"
medium_airport	Yuma Auxiliary AAF #2		"-114.511383, 32.548984"
closed	North Shore AAF		"-167.9218, 53.5126"
small_airport	Cape Field at Fort Glenn		"-167.8813, 53.38"
small_airport	Spaceport America		"-106.969722, 32.990278"
small_airport	Austin Executive Airport		"-97.5663935, 30.3974931"
small_airport	Snyder Winston Field		"-100.95, 32.69"
